open_dif	close_dif	status
0.16806721687316895	0.2801121473312378	LONG
0.08203268051147461	-0.24009597301483154	SHORT
-0.020007967948913574	-0.2641056776046753	SHORT
0.08403360843658447	0.03201282024383545	LONG
0.07603037357330322	-0.07402956485748291	SHORT
0.014005541801452637	-0.18207275867462158	SHORT
-0.06602644920349121	0.010004043579101562	LONG
-0.030012011528015137	0.14805924892425537	LONG
-0.0020008087158203125	-0.06602644920349121	SHORT
-0.29811930656433105	0.3021209239959717	LONG
-0.07202887535095215	0.04801928997039795	LONG
-0.0020008087158203125	-0.2000800371170044	SHORT
0.2000800371170044	0.0	SHORT
0.0020008087158203125	0.020007967948913574	LONG
-0.020007967948913574	0.17006802558898926	LONG
-0.05802321434020996	-0.1120448112487793	SHORT
0.1600639820098877	-0.28411364555358887	SHORT
-0.01600635051727295	0.2100839614868164	LONG
0.004001617431640625	-0.07402956485748291	SHORT
0.0	-0.036014437675476074	SHORT
-0.12605047225952148	0.0	SHORT
0.18207287788391113	-0.1600639820098877	SHORT
0.0	0.0	SHORT
-0.11604642868041992	0.11804723739624023	LONG
-0.12204885482788086	0.0	SHORT
0.15006005764007568	0.0	SHORT
-0.1300520896911621	0.06002402305603027	LONG
0.0	0.0	SHORT
-0.01600635051727295	-0.004001617431640625	SHORT
-0.05002009868621826	0.0	SHORT
0.0	0.05002009868621826	LONG
-0.0020008087158203125	0.0	SHORT
0.0	0.0	SHORT
-0.07002806663513184	0.0	SHORT
0.0	0.0	SHORT
0.0	0.0	SHORT
0.0	0.0	SHORT
0.11804723739624023	-0.14005601406097412	SHORT
0.08403360843658447	0.0	SHORT
-0.12404966354370117	0.0	SHORT
0.004001617431640625	-0.15806317329406738	SHORT
0.07603037357330322	0.0	SHORT
0.1120448112487793	0.05001997947692871	LONG
0.0	0.05002009868621826	LONG
0.0	-0.10004007816314697	SHORT
0.0	0.0	SHORT
0.05001997947692871	0.0	SHORT
0.0	0.0	SHORT
0.0	0.0	SHORT
0.0	0.0	SHORT
-0.04001593589782715	0.0	SHORT
-0.0020008087158203125	-0.00800323486328125	SHORT
0.0	0.0	SHORT
-0.0720287561416626	0.0	SHORT
0.0020008087158203125	-0.030012011528015137	SHORT
0.0020008087158203125	-0.062024831771850586	SHORT
0.030012011528015137	0.020007967948913574	LONG
0.020007967948913574	0.0	SHORT
-0.020007967948913574	0.0	SHORT
0.0	0.0	SHORT
-0.16806721687316895	0.17406964302062988	LONG
0.004001617431640625	-0.0400160551071167	SHORT
-0.054021596908569336	0.05602240562438965	LONG
-0.0020008087158203125	0.036014437675476074	LONG
0.0	0.0	SHORT
0.0	0.0	SHORT
-0.06002402305603027	-0.1360543966293335	SHORT
0.0	0.0	SHORT
0.0	0.0	SHORT
