DATE,____-5,____-4,____-3,____-2,____-1,_____0,POSITI,____+1,____DIF
2015-05-04,0.0034,-0.0026,-0.0097,-0.0189,-0.0174,0.0048,NOTRAD,1.3568,0.0008
2015-05-01,0.0048,0.0034,-0.0026,-0.0097,-0.0189,-0.0174,BUY,1.3560,0.0048
2015-04-30,-0.0107,0.0048,0.0034,-0.0026,-0.0097,-0.0189,SELL,1.3512,-0.0174
2015-04-29,0.0124,-0.0107,0.0048,0.0034,-0.0026,-0.0097,SELL,1.3686,-0.0189
2015-04-28,0.0024,0.0124,-0.0107,0.0048,0.0034,-0.0026,SELL,1.3875,-0.0097
2015-04-27,0.0035,0.0024,0.0124,-0.0107,0.0048,0.0034,SELL,1.3972,-0.0026
2015-04-24,-0.0033,0.0035,0.0024,0.0124,-0.0107,0.0048,BUY,1.3998,0.0034
2015-04-23,-0.0014,-0.0033,0.0035,0.0024,0.0124,-0.0107,BUY,1.3964,0.0048
2015-04-22,0.0018,-0.0014,-0.0033,0.0035,0.0024,0.0124,SELL,1.3916,-0.0107
2015-04-21,-0.0005,0.0018,-0.0014,-0.0033,0.0035,0.0024,BUY,1.4023,0.0124
2015-04-20,0.0076,-0.0005,0.0018,-0.0014,-0.0033,0.0035,BUY,1.3899,0.0024
2015-04-17,0.0004,0.0076,-0.0005,0.0018,-0.0014,-0.0033,BUY,1.3875,0.0035
2015-04-16,0.0002,0.0004,0.0076,-0.0005,0.0018,-0.0014,SELL,1.3840,-0.0033
2015-04-15,0.0102,0.0002,0.0004,0.0076,-0.0005,0.0018,SELL,1.3873,-0.0014
2015-04-14,0.0073,0.0102,0.0002,0.0004,0.0076,-0.0005,BUY,1.3887,0.0018
2015-04-13,0.0019,0.0073,0.0102,0.0002,0.0004,0.0076,NOTRAD,1.3869,-0.0005
2015-04-10,-0.0039,0.0019,0.0073,0.0102,0.0002,0.0004,BUY,1.3874,0.0076
2015-04-09,-0.0129,-0.0039,0.0019,0.0073,0.0102,0.0002,NOTRAD,1.3798,0.0004
2015-04-08,-0.0039,-0.0129,-0.0039,0.0019,0.0073,0.0102,NOTRAD,1.3794,0.0002
2015-04-07,0.0134,-0.0039,-0.0129,-0.0039,0.0019,0.0073,BUY,1.3792,0.0102
2015-04-06,0.0024,0.0134,-0.0039,-0.0129,-0.0039,0.0019,BUY,1.3690,0.0073
2015-04-03,0.0002,0.0024,0.0134,-0.0039,-0.0129,-0.0039,BUY,1.3617,0.0019
2015-04-02,0.0073,0.0002,0.0024,0.0134,-0.0039,-0.0129,SELL,1.3598,-0.0039
2015-04-01,-0.0027,0.0073,0.0002,0.0024,0.0134,-0.0039,SELL,1.3637,-0.0129
2015-03-31,-0.0057,-0.0027,0.0073,0.0002,0.0024,0.0134,SELL,1.3766,-0.0039
2015-03-30,-0.0163,-0.0057,-0.0027,0.0073,0.0002,0.0024,BUY,1.3805,0.0134
2015-03-27,-0.001,-0.0163,-0.0057,-0.0027,0.0073,0.0002,BUY,1.3671,0.0024
2015-03-26,0.0028,-0.001,-0.0163,-0.0057,-0.0027,0.0073,NOTRAD,1.3647,0.0002
2015-03-25,-0.0117,0.0028,-0.001,-0.0163,-0.0057,-0.0027,BUY,1.3645,0.0073
2015-03-24,-0.0104,-0.0117,0.0028,-0.001,-0.0163,-0.0057,SELL,1.3572,-0.0027
2015-03-23,-0.0011,-0.0104,-0.0117,0.0028,-0.001,-0.0163,SELL,1.3599,-0.0057
2015-03-20,0.0019,-0.0011,-0.0104,-0.0117,0.0028,-0.001,SELL,1.3656,-0.0163
2015-03-19,-0.0143,0.0019,-0.0011,-0.0104,-0.0117,0.0028,NOTRAD,1.3819,-0.001
2015-03-18,0.006,-0.0143,0.0019,-0.0011,-0.0104,-0.0117,BUY,1.3829,0.0028
2015-03-17,0.0162,0.006,-0.0143,0.0019,-0.0011,-0.0104,SELL,1.3801,-0.0117
2015-03-16,0.0081,0.0162,0.006,-0.0143,0.0019,-0.0011,SELL,1.3918,-0.0104
2015-03-13,0.003,0.0081,0.0162,0.006,-0.0143,0.0019,SELL,1.4022,-0.0011
2015-03-12,0.0051,0.003,0.0081,0.0162,0.006,-0.0143,BUY,1.4033,0.0019
2015-03-11,0.0038,0.0051,0.003,0.0081,0.0162,0.006,SELL,1.4014,-0.0143
2015-03-10,-0.0001,0.0038,0.0051,0.003,0.0081,0.0162,BUY,1.4157,0.006
2015-03-09,-0.0052,-0.0001,0.0038,0.0051,0.003,0.0081,BUY,1.4097,0.0162
2015-03-06,0.0027,-0.0052,-0.0001,0.0038,0.0051,0.003,BUY,1.3935,0.0081
2015-03-05,0.0099,0.0027,-0.0052,-0.0001,0.0038,0.0051,BUY,1.3854,0.003
2015-03-04,0.004,0.0099,0.0027,-0.0052,-0.0001,0.0038,BUY,1.3824,0.0051
2015-03-03,-0.0009,0.004,0.0099,0.0027,-0.0052,-0.0001,BUY,1.3773,0.0038
2015-03-02,0.0107,-0.0009,0.004,0.0099,0.0027,-0.0052,NOTRAD,1.3735,-0.0001
2015-02-27,-0.0039,0.0107,-0.0009,0.004,0.0099,0.0027,SELL,1.3736,-0.0052
2015-02-26,0.0026,-0.0039,0.0107,-0.0009,0.004,0.0099,BUY,1.3788,0.0027
2015-02-25,0.0091,0.0026,-0.0039,0.0107,-0.0009,0.004,BUY,1.3761,0.0099
2015-02-24,-0.0086,0.0091,0.0026,-0.0039,0.0107,-0.0009,BUY,1.3662,0.004
2015-02-23,0.0004,-0.0086,0.0091,0.0026,-0.0039,0.0107,NOTRAD,1.3622,-0.0009
2015-02-20,0.004,0.0004,-0.0086,0.0091,0.0026,-0.0039,BUY,1.3631,0.0107
2015-02-19,0.0041,0.004,0.0004,-0.0086,0.0091,0.0026,SELL,1.3524,-0.0039
2015-02-18,-0.0031,0.0041,0.004,0.0004,-0.0086,0.0091,BUY,1.3563,0.0026
2015-02-17,0.0048,-0.0031,0.0041,0.004,0.0004,-0.0086,BUY,1.3537,0.0091
2015-02-16,-0.0038,0.0048,-0.0031,0.0041,0.004,0.0004,SELL,1.3446,-0.0086
2015-02-13,0.0111,-0.0038,0.0048,-0.0031,0.0041,0.004,NOTRAD,1.3532,0.0004
2015-02-12,-0.0036,0.0111,-0.0038,0.0048,-0.0031,0.0041,BUY,1.3528,0.004
2015-02-11,0.0185,-0.0036,0.0111,-0.0038,0.0048,-0.0031,BUY,1.3488,0.0041
2015-02-10,-0.0045,0.0185,-0.0036,0.0111,-0.0038,0.0048,SELL,1.3447,-0.0031
2015-02-09,-0.0092,-0.0045,0.0185,-0.0036,0.0111,-0.0038,BUY,1.3478,0.0048
2015-02-06,0.0044,-0.0092,-0.0045,0.0185,-0.0036,0.0111,SELL,1.3430,-0.0038
2015-02-05,-0.0129,0.0044,-0.0092,-0.0045,0.0185,-0.0036,BUY,1.3468,0.0111
2015-02-04,0.0079,-0.0129,0.0044,-0.0092,-0.0045,0.0185,SELL,1.3357,-0.0036
2015-02-03,-0.0069,0.0079,-0.0129,0.0044,-0.0092,-0.0045,BUY,1.3393,0.0185
2015-02-02,0.0048,-0.0069,0.0079,-0.0129,0.0044,-0.0092,SELL,1.3208,-0.0045
2015-01-30,0.0172,0.0048,-0.0069,0.0079,-0.0129,0.0044,SELL,1.3253,-0.0092
2015-01-29,0.0162,0.0172,0.0048,-0.0069,0.0079,-0.0129,BUY,1.3345,0.0044
2015-01-28,-0.007,0.0162,0.0172,0.0048,-0.0069,0.0079,SELL,1.3301,-0.0129
2015-01-27,0.0094,-0.007,0.0162,0.0172,0.0048,-0.0069,BUY,1.3430,0.0079
2015-01-26,-0.0076,0.0094,-0.007,0.0162,0.0172,0.0048,SELL,1.3351,-0.0069
2015-01-23,0.0038,-0.0076,0.0094,-0.007,0.0162,0.0172,BUY,1.3420,0.0048
2015-01-22,0.0133,0.0038,-0.0076,0.0094,-0.007,0.0162,BUY,1.3372,0.0172
2015-01-21,0.0045,0.0133,0.0038,-0.0076,0.0094,-0.007,BUY,1.3200,0.0162
2015-01-20,0.0056,0.0045,0.0133,0.0038,-0.0076,0.0094,SELL,1.3038,-0.007
2015-01-19,0.002,0.0056,0.0045,0.0133,0.0038,-0.0076,BUY,1.3108,0.0094
2015-01-16,0.001,0.002,0.0056,0.0045,0.0133,0.0038,SELL,1.3014,-0.0076
2015-01-15,0.0025,0.001,0.002,0.0056,0.0045,0.0133,BUY,1.3090,0.0038
2015-01-14,0.0014,0.0025,0.001,0.002,0.0056,0.0045,BUY,1.3052,0.0133
2015-01-13,-0.003,0.0014,0.0025,0.001,0.002,0.0056,BUY,1.2919,0.0045
2015-01-12,0.0011,-0.003,0.0014,0.0025,0.001,0.002,BUY,1.2874,0.0056
2015-01-09,-0.0105,0.0011,-0.003,0.0014,0.0025,0.001,BUY,1.2818,0.002
2015-01-08,0.0002,-0.0105,0.0011,-0.003,0.0014,0.0025,NOTRAD,1.2798,0.001
2015-01-07,0.0074,0.0002,-0.0105,0.0011,-0.003,0.0014,BUY,1.2788,0.0025
2015-01-06,0.0031,0.0074,0.0002,-0.0105,0.0011,-0.003,BUY,1.2763,0.0014
2015-01-05,0.0033,0.0031,0.0074,0.0002,-0.0105,0.0011,SELL,1.2749,-0.003
2015-01-02,-0.0018,0.0033,0.0031,0.0074,0.0002,-0.0105,BUY,1.2779,0.0011
2015-01-01,0.0005,-0.0018,0.0033,0.0031,0.0074,0.0002,SELL,1.2768,-0.0105
2014-12-31,0.0005,0.0005,-0.0018,0.0033,0.0031,0.0074,NOTRAD,1.2873,0.0002
2014-12-30,-0.0034,0.0005,0.0005,-0.0018,0.0033,0.0031,BUY,1.2871,0.0074
2014-12-26,0.0026,-0.0034,0.0005,0.0005,-0.0018,0.0033,BUY,1.2797,0.0031
2014-12-25,0.0126,0.0026,-0.0034,0.0005,0.0005,-0.0018,BUY,1.2766,0.0033
2014-12-24,0.004,0.0126,0.0026,-0.0034,0.0005,0.0005,SELL,1.2733,-0.0018
2014-12-23,0.0014,0.004,0.0126,0.0026,-0.0034,0.0005,NOTRAD,1.2751,0.0005
2014-12-22,-0.004,0.0014,0.004,0.0126,0.0026,-0.0034,NOTRAD,1.2746,0.0005
2014-12-19,-0.0066,-0.004,0.0014,0.004,0.0126,0.0026,SELL,1.2741,-0.0034
2014-12-18,0.005,-0.0066,-0.004,0.0014,0.004,0.0126,BUY,1.2775,0.0026
2014-12-17,-0.0034,0.005,-0.0066,-0.004,0.0014,0.004,BUY,1.2749,0.0126
2014-12-16,-0.0049,-0.0034,0.005,-0.0066,-0.004,0.0014,BUY,1.2623,0.004
2014-12-15,0.0029,-0.0049,-0.0034,0.005,-0.0066,-0.004,BUY,1.2583,0.0014
2014-12-12,0.0021,0.0029,-0.0049,-0.0034,0.005,-0.0066,SELL,1.2569,-0.004
2014-12-11,-0.0083,0.0021,0.0029,-0.0049,-0.0034,0.005,SELL,1.2609,-0.0066
2014-12-10,0.0116,-0.0083,0.0021,0.0029,-0.0049,-0.0034,BUY,1.2675,0.005
2014-12-09,0.0013,0.0116,-0.0083,0.0021,0.0029,-0.0049,SELL,1.2625,-0.0034
2014-12-08,0.0051,0.0013,0.0116,-0.0083,0.0021,0.0029,SELL,1.2659,-0.0049
2014-12-05,-0.0055,0.0051,0.0013,0.0116,-0.0083,0.0021,BUY,1.2708,0.0029
2014-12-04,-0.001,-0.0055,0.0051,0.0013,0.0116,-0.0083,BUY,1.2679,0.0021
2014-12-03,0.0037,-0.001,-0.0055,0.0051,0.0013,0.0116,SELL,1.2658,-0.0083
2014-12-02,-0.0033,0.0037,-0.001,-0.0055,0.0051,0.0013,BUY,1.2741,0.0116
2014-12-01,-0.0011,-0.0033,0.0037,-0.001,-0.0055,0.0051,BUY,1.2625,0.0013
2014-11-28,0.0123,-0.0011,-0.0033,0.0037,-0.001,-0.0055,BUY,1.2612,0.0051
2014-11-27,0.0014,0.0123,-0.0011,-0.0033,0.0037,-0.001,SELL,1.2561,-0.0055
2014-11-26,0.0033,0.0014,0.0123,-0.0011,-0.0033,0.0037,NOTRAD,1.2616,-0.001
2014-11-25,-0.0091,0.0033,0.0014,0.0123,-0.0011,-0.0033,BUY,1.2626,0.0037
2014-11-24,0.0049,-0.0091,0.0033,0.0014,0.0123,-0.0011,SELL,1.2589,-0.0033
2014-11-21,-0.0082,0.0049,-0.0091,0.0033,0.0014,0.0123,SELL,1.2622,-0.0011
2014-11-20,-0.0097,-0.0082,0.0049,-0.0091,0.0033,0.0014,BUY,1.2633,0.0123
2014-11-19,-0.0074,-0.0097,-0.0082,0.0049,-0.0091,0.0033,BUY,1.2510,0.0014
2014-11-18,0.0006,-0.0074,-0.0097,-0.0082,0.0049,-0.0091,BUY,1.2496,0.0033
2014-11-17,0.0012,0.0006,-0.0074,-0.0097,-0.0082,0.0049,SELL,1.2463,-0.0091
2014-11-14,-0.0052,0.0012,0.0006,-0.0074,-0.0097,-0.0082,BUY,1.2554,0.0049
2014-11-13,-0.0001,-0.0052,0.0012,0.0006,-0.0074,-0.0097,SELL,1.2505,-0.0082
2014-11-12,0.004,-0.0001,-0.0052,0.0012,0.0006,-0.0074,SELL,1.2587,-0.0097
2014-11-11,-0.0039,0.004,-0.0001,-0.0052,0.0012,0.0006,SELL,1.2684,-0.0074
2014-11-10,0.0026,-0.0039,0.004,-0.0001,-0.0052,0.0012,NOTRAD,1.2758,0.0006
2014-11-07,0.0082,0.0026,-0.0039,0.004,-0.0001,-0.0052,BUY,1.2752,0.0012
2014-11-06,0.0013,0.0082,0.0026,-0.0039,0.004,-0.0001,SELL,1.2740,-0.0052
2014-11-05,0.0004,0.0013,0.0082,0.0026,-0.0039,0.004,NOTRAD,1.2792,-0.0001
2014-11-04,-0.0024,0.0004,0.0013,0.0082,0.0026,-0.0039,BUY,1.2793,0.004
2014-11-03,-0.0002,-0.0024,0.0004,0.0013,0.0082,0.0026,SELL,1.2753,-0.0039
2014-10-31,0.0017,-0.0002,-0.0024,0.0004,0.0013,0.0082,BUY,1.2792,0.0026
2014-10-30,-0.0008,0.0017,-0.0002,-0.0024,0.0004,0.0013,BUY,1.2766,0.0082
2014-10-29,0.0008,-0.0008,0.0017,-0.0002,-0.0024,0.0004,BUY,1.2684,0.0013
2014-10-28,0.005,0.0008,-0.0008,0.0017,-0.0002,-0.0024,NOTRAD,1.2671,0.0004
2014-10-27,0.0017,0.005,0.0008,-0.0008,0.0017,-0.0002,SELL,1.2667,-0.0024
2014-10-24,0.0059,0.0017,0.005,0.0008,-0.0008,0.0017,NOTRAD,1.2691,-0.0002
2014-10-23,0.0067,0.0059,0.0017,0.005,0.0008,-0.0008,BUY,1.2693,0.0017
2014-10-22,-0.008,0.0067,0.0059,0.0017,0.005,0.0008,NOTRAD,1.2676,-0.0008
2014-10-21,-0.0049,-0.008,0.0067,0.0059,0.0017,0.005,NOTRAD,1.2684,0.0008
2014-10-20,-0.0113,-0.0049,-0.008,0.0067,0.0059,0.0017,BUY,1.2676,0.005
2014-10-17,0.0025,-0.0113,-0.0049,-0.008,0.0067,0.0059,BUY,1.2626,0.0017
2014-10-16,0.0009,0.0025,-0.0113,-0.0049,-0.008,0.0067,BUY,1.2609,0.0059
2014-10-15,-0.0017,0.0009,0.0025,-0.0113,-0.0049,-0.008,BUY,1.2550,0.0067
2014-10-14,0.0002,-0.0017,0.0009,0.0025,-0.0113,-0.0049,SELL,1.2483,-0.008
2014-10-13,-0.0045,0.0002,-0.0017,0.0009,0.0025,-0.0113,SELL,1.2563,-0.0049
2014-10-10,0.0007,-0.0045,0.0002,-0.0017,0.0009,0.0025,SELL,1.2612,-0.0113
2014-10-09,-0.0078,0.0007,-0.0045,0.0002,-0.0017,0.0009,BUY,1.2725,0.0025
2014-10-08,-0.0013,-0.0078,0.0007,-0.0045,0.0002,-0.0017,NOTRAD,1.2700,0.0009
2014-10-07,0.0037,-0.0013,-0.0078,0.0007,-0.0045,0.0002,SELL,1.2691,-0.0017
2014-10-06,-0.0004,0.0037,-0.0013,-0.0078,0.0007,-0.0045,NOTRAD,1.2708,0.0002
2014-10-03,0.0007,-0.0004,0.0037,-0.0013,-0.0078,0.0007,SELL,1.2706,-0.0045
2014-10-02,0.0013,0.0007,-0.0004,0.0037,-0.0013,-0.0078,NOTRAD,1.2751,0.0007
2014-10-01,0.0028,0.0013,0.0007,-0.0004,0.0037,-0.0013,SELL,1.2744,-0.0078
2014-09-30,0.002,0.0028,0.0013,0.0007,-0.0004,0.0037,SELL,1.2822,-0.0013
2014-09-29,0.0044,0.002,0.0028,0.0013,0.0007,-0.0004,BUY,1.2835,0.0037
2014-09-26,-0.0034,0.0044,0.002,0.0028,0.0013,0.0007,NOTRAD,1.2798,-0.0004
2014-09-25,0.007,-0.0034,0.0044,0.002,0.0028,0.0013,NOTRAD,1.2802,0.0007
2014-09-24,0.0102,0.007,-0.0034,0.0044,0.002,0.0028,BUY,1.2795,0.0013
2014-09-23,0.0014,0.0102,0.007,-0.0034,0.0044,0.002,BUY,1.2782,0.0028
2014-09-22,-0.0006,0.0014,0.0102,0.007,-0.0034,0.0044,BUY,1.2754,0.002
2014-09-19,-0.0044,-0.0006,0.0014,0.0102,0.007,-0.0034,BUY,1.2734,0.0044
2014-09-18,0.0047,-0.0044,-0.0006,0.0014,0.0102,0.007,SELL,1.2690,-0.0034
2014-09-17,0.0098,0.0047,-0.0044,-0.0006,0.0014,0.0102,BUY,1.2724,0.007
2014-09-16,-0.0032,0.0098,0.0047,-0.0044,-0.0006,0.0014,BUY,1.2654,0.0102
2014-09-15,-0.0125,-0.0032,0.0098,0.0047,-0.0044,-0.0006,BUY,1.2552,0.0014
2014-09-12,-0.0008,-0.0125,-0.0032,0.0098,0.0047,-0.0044,NOTRAD,1.2538,-0.0006
2014-09-11,0.0091,-0.0008,-0.0125,-0.0032,0.0098,0.0047,SELL,1.2544,-0.0044
2014-09-10,-0.002,0.0091,-0.0008,-0.0125,-0.0032,0.0098,BUY,1.2588,0.0047
2014-09-09,-0.0111,-0.002,0.0091,-0.0008,-0.0125,-0.0032,BUY,1.2541,0.0098
2014-09-08,0.0017,-0.0111,-0.002,0.0091,-0.0008,-0.0125,SELL,1.2443,-0.0032
2014-09-05,0.0051,0.0017,-0.0111,-0.002,0.0091,-0.0008,SELL,1.2475,-0.0125
2014-09-04,0.0022,0.0051,0.0017,-0.0111,-0.002,0.0091,NOTRAD,1.2600,-0.0008
2014-09-03,-0.0001,0.0022,0.0051,0.0017,-0.0111,-0.002,BUY,1.2608,0.0091
2014-09-02,0.0,-0.0001,0.0022,0.0051,0.0017,-0.0111,SELL,1.2517,-0.002
2014-09-01,0.0055,0.0,-0.0001,0.0022,0.0051,0.0017,SELL,1.2537,-0.0111
2014-08-29,0.0024,0.0055,0.0,-0.0001,0.0022,0.0051,BUY,1.2648,0.0017
2014-08-28,-0.0034,0.0024,0.0055,0.0,-0.0001,0.0022,BUY,1.2631,0.0051
2014-08-27,0.0039,-0.0034,0.0024,0.0055,0.0,-0.0001,BUY,1.2580,0.0022
2014-08-26,-0.0041,0.0039,-0.0034,0.0024,0.0055,0.0,NOTRAD,1.2558,-0.0001
2014-08-25,0.0062,-0.0041,0.0039,-0.0034,0.0024,0.0055,NOTRAD,1.2559,0.0
2014-08-22,-0.0028,0.0062,-0.0041,0.0039,-0.0034,0.0024,BUY,1.2559,0.0055
2014-08-21,-0.0005,-0.0028,0.0062,-0.0041,0.0039,-0.0034,BUY,1.2504,0.0024
2014-08-20,-0.0086,-0.0005,-0.0028,0.0062,-0.0041,0.0039,SELL,1.2480,-0.0034
2014-08-19,0.0034,-0.0086,-0.0005,-0.0028,0.0062,-0.0041,BUY,1.2514,0.0039
2014-08-18,0.0036,0.0034,-0.0086,-0.0005,-0.0028,0.0062,SELL,1.2475,-0.0041
2014-08-15,-0.0092,0.0036,0.0034,-0.0086,-0.0005,-0.0028,BUY,1.2516,0.0062
2014-08-14,0.0007,-0.0092,0.0036,0.0034,-0.0086,-0.0005,SELL,1.2454,-0.0028
2014-08-13,-0.0032,0.0007,-0.0092,0.0036,0.0034,-0.0086,NOTRAD,1.2482,-0.0005
2014-08-12,0.0062,-0.0032,0.0007,-0.0092,0.0036,0.0034,SELL,1.2487,-0.0086
2014-08-11,0.0039,0.0062,-0.0032,0.0007,-0.0092,0.0036,BUY,1.2573,0.0034
2014-08-08,-0.0089,0.0039,0.0062,-0.0032,0.0007,-0.0092,BUY,1.2539,0.0036
2014-08-07,-0.0015,-0.0089,0.0039,0.0062,-0.0032,0.0007,SELL,1.2503,-0.0092
2014-08-06,-0.0008,-0.0015,-0.0089,0.0039,0.0062,-0.0032,NOTRAD,1.2595,0.0007
2014-08-05,-0.0003,-0.0008,-0.0015,-0.0089,0.0039,0.0062,SELL,1.2588,-0.0032
2014-08-04,0.0005,-0.0003,-0.0008,-0.0015,-0.0089,0.0039,BUY,1.2620,0.0062
2014-08-01,0.0014,0.0005,-0.0003,-0.0008,-0.0015,-0.0089,BUY,1.2558,0.0039
2014-07-31,-0.0039,0.0014,0.0005,-0.0003,-0.0008,-0.0015,SELL,1.2519,-0.0089
2014-07-30,-0.0016,-0.0039,0.0014,0.0005,-0.0003,-0.0008,SELL,1.2608,-0.0015
2014-07-29,0.0047,-0.0016,-0.0039,0.0014,0.0005,-0.0003,NOTRAD,1.2623,-0.0008
2014-07-28,-0.0007,0.0047,-0.0016,-0.0039,0.0014,0.0005,NOTRAD,1.2631,-0.0003
2014-07-25,-0.0009,-0.0007,0.0047,-0.0016,-0.0039,0.0014,NOTRAD,1.2634,0.0005
2014-07-24,-0.0029,-0.0009,-0.0007,0.0047,-0.0016,-0.0039,BUY,1.2629,0.0014
2014-07-23,0.0039,-0.0029,-0.0009,-0.0007,0.0047,-0.0016,SELL,1.2615,-0.0039
2014-07-22,0.0088,0.0039,-0.0029,-0.0009,-0.0007,0.0047,SELL,1.2654,-0.0016
2014-07-21,-0.0032,0.0088,0.0039,-0.0029,-0.0009,-0.0007,BUY,1.2670,0.0047
2014-07-18,-0.0015,-0.0032,0.0088,0.0039,-0.0029,-0.0009,NOTRAD,1.2623,-0.0007
2014-07-17,0.0014,-0.0015,-0.0032,0.0088,0.0039,-0.0029,NOTRAD,1.2630,-0.0009
2014-07-16,-0.0009,0.0014,-0.0015,-0.0032,0.0088,0.0039,SELL,1.2639,-0.0029
2014-07-15,-0.0003,-0.0009,0.0014,-0.0015,-0.0032,0.0088,BUY,1.2668,0.0039
2014-07-14,-0.0032,-0.0003,-0.0009,0.0014,-0.0015,-0.0032,BUY,1.2629,0.0088
2014-07-11,0.0018,-0.0032,-0.0003,-0.0009,0.0014,-0.0015,SELL,1.2541,-0.0032
2014-07-10,0.0035,0.0018,-0.0032,-0.0003,-0.0009,0.0014,SELL,1.2573,-0.0015
2014-07-09,0.0032,0.0035,0.0018,-0.0032,-0.0003,-0.0009,BUY,1.2588,0.0014
2014-07-08,0.0041,0.0032,0.0035,0.0018,-0.0032,-0.0003,NOTRAD,1.2574,-0.0009
2014-07-07,0.0015,0.0041,0.0032,0.0035,0.0018,-0.0032,NOTRAD,1.2583,-0.0003
2014-07-04,-0.0027,0.0015,0.0041,0.0032,0.0035,0.0018,SELL,1.2586,-0.0032
2014-07-03,0.0048,-0.0027,0.0015,0.0041,0.0032,0.0035,BUY,1.2618,0.0018
2014-07-02,-0.0026,0.0048,-0.0027,0.0015,0.0041,0.0032,BUY,1.2600,0.0035
2014-07-01,-0.0032,-0.0026,0.0048,-0.0027,0.0015,0.0041,BUY,1.2565,0.0032
2014-06-30,0.0011,-0.0032,-0.0026,0.0048,-0.0027,0.0015,BUY,1.2533,0.0041
2014-06-27,-0.0016,0.0011,-0.0032,-0.0026,0.0048,-0.0027,BUY,1.2492,0.0015
2014-06-26,0.0018,-0.0016,0.0011,-0.0032,-0.0026,0.0048,SELL,1.2477,-0.0027
2014-06-25,-0.0017,0.0018,-0.0016,0.0011,-0.0032,-0.0026,BUY,1.2504,0.0048
2014-06-24,0.001,-0.0017,0.0018,-0.0016,0.0011,-0.0032,SELL,1.2456,-0.0026
2014-06-23,-0.0016,0.001,-0.0017,0.0018,-0.0016,0.0011,SELL,1.2482,-0.0032
2014-06-20,0.0037,-0.0016,0.001,-0.0017,0.0018,-0.0016,BUY,1.2514,0.0011
2014-06-19,0.0084,0.0037,-0.0016,0.001,-0.0017,0.0018,SELL,1.2503,-0.0016
2014-06-18,0.0038,0.0084,0.0037,-0.0016,0.001,-0.0017,BUY,1.2519,0.0018
2014-06-17,0.0007,0.0038,0.0084,0.0037,-0.0016,0.001,SELL,1.2501,-0.0017
2014-06-16,0.0047,0.0007,0.0038,0.0084,0.0037,-0.0016,NOTRAD,1.2518,0.001
2014-06-13,0.0007,0.0047,0.0007,0.0038,0.0084,0.0037,SELL,1.2508,-0.0016
2014-06-12,0.0,0.0007,0.0047,0.0007,0.0038,0.0084,BUY,1.2524,0.0037
2014-06-11,0.0017,0.0,0.0007,0.0047,0.0007,0.0038,BUY,1.2487,0.0084
2014-06-10,-0.0026,0.0017,0.0,0.0007,0.0047,0.0007,BUY,1.2403,0.0038
2014-06-09,0.0031,-0.0026,0.0017,0.0,0.0007,0.0047,NOTRAD,1.2365,0.0007
2014-06-06,-0.0005,0.0031,-0.0026,0.0017,0.0,0.0007,BUY,1.2358,0.0047
2014-06-05,-0.0005,-0.0005,0.0031,-0.0026,0.0017,0.0,NOTRAD,1.2311,0.0007
2014-06-04,-0.0035,-0.0005,-0.0005,0.0031,-0.0026,0.0017,NOTRAD,1.2304,0.0
2014-06-03,-0.001,-0.0035,-0.0005,-0.0005,0.0031,-0.0026,BUY,1.2304,0.0017
2014-06-02,-0.0008,-0.001,-0.0035,-0.0005,-0.0005,0.0031,SELL,1.2287,-0.0026
2014-05-30,-0.0002,-0.0008,-0.001,-0.0035,-0.0005,-0.0005,BUY,1.2313,0.0031
2014-05-29,0.0002,-0.0002,-0.0008,-0.001,-0.0035,-0.0005,NOTRAD,1.2282,-0.0005
2014-05-28,0.0058,0.0002,-0.0002,-0.0008,-0.001,-0.0035,NOTRAD,1.2287,-0.0005
2014-05-27,0.0025,0.0058,0.0002,-0.0002,-0.0008,-0.001,SELL,1.2292,-0.0035
2014-05-26,-0.0012,0.0025,0.0058,0.0002,-0.0002,-0.0008,NOTRAD,1.2327,-0.001
2014-05-23,0.003,-0.0012,0.0025,0.0058,0.0002,-0.0002,NOTRAD,1.2337,-0.0008
2014-05-22,0.0021,0.003,-0.0012,0.0025,0.0058,0.0002,NOTRAD,1.2345,-0.0002
2014-05-21,-0.0052,0.0021,0.003,-0.0012,0.0025,0.0058,NOTRAD,1.2347,0.0002
2014-05-20,0.0018,-0.0052,0.0021,0.003,-0.0012,0.0025,BUY,1.2345,0.0058
2014-05-19,0.001,0.0018,-0.0052,0.0021,0.003,-0.0012,BUY,1.2287,0.0025
2014-05-16,0.0015,0.001,0.0018,-0.0052,0.0021,0.003,SELL,1.2262,-0.0012
2014-05-15,0.0047,0.0015,0.001,0.0018,-0.0052,0.0021,BUY,1.2274,0.003
2014-05-14,-0.0001,0.0047,0.0015,0.001,0.0018,-0.0052,BUY,1.2244,0.0021
2014-05-13,0.0031,-0.0001,0.0047,0.0015,0.001,0.0018,SELL,1.2223,-0.0052
2014-05-12,-0.0005,0.0031,-0.0001,0.0047,0.0015,0.001,BUY,1.2275,0.0018
2014-05-09,-0.0016,-0.0005,0.0031,-0.0001,0.0047,0.0015,NOTRAD,1.2257,0.001
2014-05-08,0.0009,-0.0016,-0.0005,0.0031,-0.0001,0.0047,BUY,1.2247,0.0015
2014-05-07,-0.0013,0.0009,-0.0016,-0.0005,0.0031,-0.0001,BUY,1.2232,0.0047
2014-05-06,0.0049,-0.0013,0.0009,-0.0016,-0.0005,0.0031,NOTRAD,1.2185,-0.0001
